Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
72,Self-Employed,2,Education,Graduate,Others,Own,13,0,North,77495,45045.0,0.5812633073101491,0.2134847409510291,380,23,3,98657,0.456581894847806,18465,2379,0,-45045.0,4,1,30,1,6,1,False,Installment,16544,24,Business,0.1067423704755145,None,0,124,11,East,191,0.0182870508947076,73043,2,False,0,Medium,314,725.0,False
60,Employed,3,Tech,Graduate,Married,Own,1,2,West,10000,7538.0,0.7538,0.1,300,10,0,111738,0.0674613828778034,1108,1678,79755,72217.0,4,1,19,0,3,0,False,Installment,1000,48,Debt Consolidation,0.025,None,0,13,14,North,170,0.0512252609387565,57279,2,False,17570,Low,301,531.0,False
32,Employed,0,Other,University,Married,Own,7,0,West,67581,5726.0,0.0847279560823308,0.2929225669936816,321,4,3,35851,0.1597166048366851,7613,6819,123235,117509.0,4,1,11,1,7,0,False,Revolving,19796,36,Home Improvement,0.0976408556645605,None,0,67,10,East,142,0.0780672286534232,83232,2,False,906,Medium,191,829.0,False
29,Self-Employed,0,Healthcare,University,Married,Own,10,0,South,82837,362.7071796434327,0.0043785648881952,0.214191725919577,300,4,1,500,0.7254143592868653,400,4964,11626,11263.292820356568,8,3,49,1,3,1,False,Installment,17743,24,Home Improvement,0.1070958629597885,None,0,406,5,East,104,0.1657755395434265,32740,2,False,0,High,355,745.0,False
57,Employed,5,Tech,University,Married,Rent,2,1,East,53400,4671.0,0.0874719101123595,0.3857677902621723,379,19,1,61879,0.075486029185992,13358,1803,134480,129809.0,4,3,1,1,1,1,False,Revolving,20600,60,Home Improvement,0.0771535580524344,None,0,139,15,South,289,0.2772093110830869,74801,2,False,4035,Low,208,844.0,False
71,Self-Employed,4,Healthcare,High School,Married,Rent,0,2,West,95625,13916.55301023127,0.1455325804991505,0.1607529411764706,300,12,2,107097,0.1299434438894765,14520,4497,35394,21477.44698976873,7,3,7,2,4,2,False,Revolving,15372,60,Business,0.0321505882352941,None,0,98,8,East,234,0.0737815954356686,11588,2,False,4119,Low,268,781.0,False
37,Unemployed,4,Healthcare,University,Married,Mortgage,2,3,East,69895,4852.0,0.0694184133342871,0.1820731096644967,300,20,2,3932,1.0,13672,1676,144842,139990.0,7,5,49,1,2,1,False,Mortgage,12726,60,Other,0.0364146219328993,None,0,78,12,West,146,0.4028236201782356,127320,5,False,14142,Low,457,645.0,False
47,Self-Employed,1,Healthcare,High School,Married,Own,0,0,North,88461,623.073476216183,0.0070434821697265,0.3343846440804422,300,8,2,500,1.0,48595,4854,0,-623.073476216183,4,2,0,3,3,1,False,Installment,29580,36,Other,0.111461548026814,Vehicle,0,274,10,West,200,0.0441241433151551,0,2,False,8106,Medium,294,746.0,False
55,Employed,1,Healthcare,University,Married,Rent,6,1,West,72366,9907.0,0.1369013072437332,0.3697730978636376,390,17,1,124413,0.0796299422086116,11207,11048,97904,87997.0,4,1,34,0,4,0,False,Revolving,26759,24,Home Improvement,0.1848865489318188,Real Estate,150050,434,10,East,311,0.1734293950701775,81559,0,False,2337,Low,223,850.0,False
20,Employed,8,Education,Graduate,Married,Own,7,1,East,107190,10528.77571296999,0.0982253541652205,0.0885157197499766,300,2,0,47351,0.2223559315108443,4731,23022,316218,305689.22428703,3,2,20,2,5,0,False,Installment,9488,48,Other,0.0221289299374941,Real Estate,93982,321,12,North,154,0.2386654021433944,29565,3,False,0,Medium,174,850.0,False
45,Self-Employed,7,Finance,University,Others,Rent,1,0,East,79938,13909.764985350206,0.174006917678078,0.2251870199404538,300,15,0,14541,0.9565892982154052,37136,4012,161952,148042.2350146498,6,2,51,3,5,0,False,Revolving,18001,12,Business,0.2251870199404538,Vehicle,56395,10,2,North,99,0.005814082524244,89255,3,False,7159,Low,340,676.0,False
73,Unemployed,2,Healthcare,Graduate,Single,Mortgage,6,0,West,10000,18255.0,1.0,1.0,300,26,1,20684,0.8825662347708374,53502,2761,352696,334441.0,3,0,22,4,3,1,False,Installment,16998,12,Other,0.5,Real Estate,0,10,6,East,1,0.0969886620069792,43841,3,False,0,Low,386,471.0,False
43,Employed,5,Tech,High School,Single,Rent,0,2,South,91543,12738.832116901242,0.1391568128300497,0.0601575216018701,300,10,5,20638,0.6172512897035198,4683,4299,4162,-8576.832116901242,8,1,43,1,4,1,False,Installment,5507,36,Home Improvement,0.0200525072006233,None,0,241,9,South,193,0.1474258890089789,0,1,False,2527,Medium,340,722.0,False
47,Employed,8,Tech,Others,Married,Rent,0,1,West,102480,14685.0,0.1432962529274004,0.0251951600312256,484,22,1,39624,0.3706087219866747,5308,4945,407514,392829.0,2,0,43,1,3,0,False,Revolving,2582,48,Business,0.0062987900078064,Vehicle,77027,561,5,East,238,0.0611374335169002,1692,2,False,11664,Medium,159,850.0,False
30,Employed,10,Tech,High School,Married,Mortgage,3,3,East,45875,7649.0,0.1667356948228882,0.4200980926430517,300,4,1,47262,0.1618424950277178,3047,6311,66690,59041.0,3,1,18,1,7,1,False,Revolving,19272,36,Business,0.1400326975476839,Real Estate,145105,10,9,North,299,0.0373992679549221,31282,0,False,11997,Low,286,742.0,False
30,Self-Employed,0,Finance,University,Single,Own,3,1,South,58991,13743.0,0.2329677408418233,0.3373395941753827,360,3,0,108479,0.1266881147503203,29620,4914,243892,230149.0,2,0,8,0,3,0,False,Revolving,19900,60,Home Improvement,0.0674679188350765,Real Estate,173774,23,10,South,176,0.1319009506699209,43080,0,False,2629,Medium,143,830.0,False
19,Self-Employed,8,Finance,University,Others,Own,0,0,South,86116,1864.5266664136504,0.0216513385017145,0.1340052951832412,423,1,2,63611,0.0293113874394939,44641,25887,5342,3477.4733335863493,1,2,14,1,3,0,False,Mortgage,11540,48,Home Improvement,0.0335013237958103,Real Estate,33340,32,17,North,55,0.1461556558402565,30306,0,False,0,Medium,130,850.0,False
54,Unemployed,2,Tech,High School,Single,Rent,5,1,North,64862,29222.0,0.4505257315531435,0.2898923869137553,426,22,0,102654,0.2846649911352699,32804,4576,18867,-10355.0,2,3,56,2,4,0,False,Revolving,18803,36,Home Improvement,0.0966307956379184,None,0,353,13,South,255,0.1521060968719912,0,4,False,11847,Medium,230,769.0,False
66,Employed,6,Education,University,Single,Own,10,0,East,66562,2136.4588204892234,0.032097275029134,0.1602265556924371,300,15,4,2815,0.7589551760174861,10124,479,68313,66176.54117951078,7,1,39,0,2,2,False,Revolving,10665,60,Debt Consolidation,0.0320453111384874,None,0,688,9,North,263,0.1023245264807213,42998,2,False,1018,Low,401,727.0,True
55,Self-Employed,2,Finance,High School,Married,Rent,3,2,East,143429,11951.0,0.0833234562048121,0.0977905444505643,568,9,0,91382,0.1307806789083189,3698,14702,121499,109548.0,1,2,15,0,1,0,False,Revolving,14026,36,Other,0.0325968481501881,Real Estate,34028,269,9,North,70,0.2714766108664466,93847,1,False,0,Medium,73,850.0,False
19,Employed,4,Finance,University,Single,Rent,8,2,West,59712,2255.0,0.0377646034297963,0.1491325026795284,321,2,4,48201,0.0467832617580548,60084,5316,0,-2255.0,5,2,11,1,3,0,False,Revolving,8905,36,Home Improvement,0.0497108342265094,Real Estate,47021,186,8,North,162,0.2174078600496113,92872,0,False,0,High,90,834.0,False
53,Employed,5,Education,University,Single,Rent,0,0,East,59084,885.0,0.0149786744296256,0.4033579310811725,370,12,1,10129,0.0873728897225787,7038,10638,211609,210724.0,4,2,13,2,4,1,False,Revolving,23832,60,Home Improvement,0.0806715862162345,None,0,168,13,North,158,0.2655586739474407,34324,0,False,9350,Low,238,841.0,False
71,Self-Employed,2,Healthcare,Others,Single,Own,4,2,West,53670,496.55006750732446,0.0092519110770882,0.3553381777529346,300,10,0,500,0.9931001350146488,49508,9244,371592,371095.4499324927,2,2,26,2,3,0,False,Revolving,19071,24,Debt Consolidation,0.1776690888764673,Real Estate,0,241,15,North,288,0.0934835431995619,188256,3,False,558,Medium,227,766.0,False
43,Employed,3,Finance,Others,Married,Own,9,1,North,66554,3511.0,0.0527541545211407,0.2874507918382065,385,9,0,76778,0.0457292453567428,25301,18695,39755,36244.0,4,1,37,3,4,0,False,Mortgage,19131,12,Business,0.2874507918382065,Real Estate,0,136,13,South,164,0.1741755565503302,58053,2,False,0,Low,154,850.0,False
28,Employed,6,Tech,High School,Married,Mortgage,6,1,West,38414,21759.617857401165,0.5664501967355955,0.525121049617327,300,3,3,71359,0.3049316534340611,50371,13454,137782,116022.38214259884,3,1,52,1,4,0,False,Revolving,20172,24,Business,0.2625605248086635,None,0,176,17,South,314,0.0091710274943409,0,1,False,2643,High,271,657.0,False
25,Self-Employed,3,Tech,University,Married,Rent,9,2,North,88989,3496.0,0.0392857544190855,0.1435570688512063,358,2,1,9592,0.3644703919933277,22558,2391,49257,45761.0,2,1,39,0,5,0,False,Revolving,12775,48,Other,0.0358892672128015,None,0,116,6,West,310,0.1081731214359774,0,0,False,12621,High,135,846.0,False
61,Employed,0,Education,High School,Married,Own,7,2,South,10000,7477.345552181723,0.7477345552181723,1.0,300,21,5,47983,0.1558332232703608,3843,17197,102649,95171.65444781828,6,1,50,1,4,0,False,Mortgage,10279,24,Other,0.5,None,0,211,12,East,132,0.0826505354886898,0,1,False,0,Medium,356,566.0,False
57,Employed,0,Tech,University,Single,Rent,0,3,North,74334,464.30227791231925,0.0062461629659687,0.3689159738477682,300,15,2,500,0.9286045558246384,12240,6728,0,-464.30227791231925,7,1,8,0,3,0,False,Mortgage,27423,48,Business,0.092228993461942,Vehicle,202892,15,8,South,243,0.3501335616779024,0,4,False,8747,Low,316,694.0,True
60,Employed,5,Other,University,Single,Mortgage,0,3,South,82175,8961.0,0.1090477639184666,0.2248250684514755,507,28,4,76067,0.1178040411742279,3144,3953,0,-8961.0,2,0,21,1,1,0,False,Revolving,18475,48,Business,0.0562062671128688,None,0,275,13,West,32,0.0596337449000705,115047,0,False,7661,Low,91,850.0,False
39,Employed,9,Tech,University,Married,Own,22,2,North,46528,1273.0,0.0273598693259972,0.4480527854195323,345,8,2,113501,0.0112157602135664,4985,5350,0,-1273.0,5,2,38,1,2,0,False,Mortgage,20847,60,Home Improvement,0.0896105570839064,None,0,10,10,North,83,0.0197433485861075,77661,0,False,10932,High,160,797.0,False
37,Unemployed,7,Education,High School,Married,Own,3,0,East,24311,287.2418174137359,0.0118153024315633,0.0633458105384393,300,4,1,500,0.5744836348274718,8588,31157,109291,109003.75818258626,3,2,7,3,4,0,False,Installment,1540,36,Other,0.0211152701794797,None,0,367,9,West,5,0.1575611048087557,79125,1,False,6306,Low,244,739.0,False
25,Employed,1,Education,Graduate,Married,Rent,7,2,West,83970,13348.677872641314,0.1589696066766859,0.1112659283077289,300,6,0,13168,1.0,3211,583,0,-13348.677872641314,4,2,3,0,4,0,False,Revolving,9343,36,Debt Consolidation,0.0370886427692429,Vehicle,7716,1045,12,South,216,0.0948618783579551,73946,5,False,1489,High,275,729.0,False
46,Self-Employed,3,Education,University,Married,Mortgage,6,1,North,119568,2504.0,0.0209420580757393,0.2398551451893483,543,12,1,171093,0.0146353152963592,7291,27152,353895,351391.0,2,0,57,2,2,1,False,Installment,28679,36,Business,0.0799517150631161,Vehicle,11097,445,14,West,220,0.1167722800897128,1965,0,False,10303,Low,150,850.0,False
57,Employed,1,Other,University,Single,Mortgage,0,2,North,10000,12492.397654310176,1.0,1.0,300,20,1,62167,0.2009490188413495,2004,28730,381817,369324.6023456898,4,4,51,1,1,0,False,Mortgage,19823,36,Home Improvement,0.5,None,0,60,10,North,73,0.0717456934938937,23381,1,False,3652,Low,298,511.0,False
43,Employed,22,Finance,University,Married,Rent,4,0,West,91714,2348.0,0.0256013258608282,0.2392437359617942,418,7,3,195855,0.0119884608511398,987,1558,4085,1737.0,1,0,2,3,4,0,False,Revolving,21942,48,Debt Consolidation,0.0598109339904485,Real Estate,0,234,11,South,135,0.2597520456432548,117241,0,False,6957,High,111,850.0,False
47,Employed,1,Healthcare,Graduate,Married,Own,4,0,North,100411,35507.0,0.3536166356275707,0.0489089840754499,349,6,2,129476,0.2742361518737063,3272,5004,286085,250578.0,5,2,56,0,1,0,False,Revolving,4911,36,Home Improvement,0.0163029946918166,Vehicle,87433,42,10,West,260,0.2033638647283908,181815,3,False,14247,Medium,294,736.0,False
34,Unemployed,2,Tech,Graduate,Single,Own,9,1,West,23180,182.7824238981352,0.0078853504701525,0.3675150992234685,300,9,3,500,0.3655648477962703,4788,15690,358788,358605.2175761019,6,2,0,2,4,2,False,Installment,8519,36,Other,0.1225050330744895,None,0,16,6,South,290,0.1236997936476926,149841,3,False,11212,Low,395,699.0,False
37,Employed,5,Finance,High School,Married,Own,19,0,South,113625,61.17036271683379,0.0005383530272108,0.061078107810781,349,6,0,500,0.1223407254336675,6473,31284,0,-61.17036271683379,3,0,18,1,5,0,False,Installment,6940,24,Debt Consolidation,0.0305390539053905,Vehicle,0,347,7,South,219,0.2453399197160191,0,2,False,4364,Medium,127,850.0,False
69,Self-Employed,10,Education,University,Married,Rent,2,2,East,60549,2244.0,0.0370608928306,0.3045467307469983,480,27,2,23253,0.0965036769449103,18843,2677,277965,275721.0,2,1,8,4,3,0,False,Installment,18440,48,Business,0.0761366826867495,Real Estate,18307,130,11,West,283,0.0593178829872019,132028,1,False,4588,Low,110,850.0,False
72,Employed,0,Finance,High School,Others,Own,0,1,North,10000,466.9300449041874,0.0466930044904187,1.0,300,17,2,500,0.9338600898083748,4701,570,138498,138031.06995509582,3,1,7,4,6,0,False,Revolving,19638,24,Business,0.5,None,0,224,9,South,248,0.2403650896070434,44777,5,False,0,Low,345,704.0,False
33,Unemployed,1,Finance,University,Single,Own,3,1,South,73976,7552.0,0.1020871634043473,0.0703336217151508,407,7,2,91817,0.0822505636211159,42543,10824,290762,283210.0,1,1,25,1,2,0,False,Revolving,5203,48,Home Improvement,0.0175834054287877,Vehicle,76553,320,20,North,256,0.1948892748843423,17902,0,False,12122,Medium,99,850.0,False
63,Self-Employed,4,Other,Graduate,Single,Rent,0,0,East,68955,237.77931298261643,0.0034483259079489,0.2420419113914872,300,12,1,500,0.4755586259652328,1623,760,5714,5476.220687017383,7,1,38,1,2,1,False,Installment,16690,12,Debt Consolidation,0.2420419113914872,None,0,349,9,East,51,0.0333513202083023,113533,4,False,1949,Medium,346,762.0,False
60,Self-Employed,4,Education,University,Married,Own,2,1,North,36543,4143.0,0.1133732862654954,0.1986974249514271,357,9,0,64852,0.0638839203108616,30127,2301,0,-4143.0,2,2,5,1,3,1,False,Revolving,7261,12,Home Improvement,0.1986974249514271,Vehicle,0,214,8,North,315,0.0299801129219525,196342,1,False,2352,Medium,219,842.0,False
24,Unemployed,0,Education,Graduate,Single,Own,1,2,North,112247,1885.0,0.0167933218705176,0.3173982378148191,464,3,2,76487,0.0246447108658987,31820,5635,255565,253680.0,0,2,49,0,3,0,False,Mortgage,35627,12,Debt Consolidation,0.3173982378148191,Vehicle,103494,26,10,South,122,0.0324817080682527,18202,0,False,8433,Medium,41,850.0,False
33,Self-Employed,5,Tech,Graduate,Married,Own,1,0,West,50357,4938.0,0.0980598526520642,0.3020831264769545,399,7,1,131398,0.037580480677027,9084,8217,0,-4938.0,3,2,7,1,4,2,False,Installment,15212,12,Home Improvement,0.3020831264769545,None,0,11,11,East,90,0.2024336909806891,90757,0,False,20367,Low,301,803.0,False
62,Self-Employed,3,Tech,Graduate,Married,Rent,0,1,North,78040,14310.21316165756,0.183370235285207,0.1345976422347514,326,23,1,126263,0.1133365527641316,19795,6310,265221,250910.78683834244,6,1,30,2,6,0,False,Installment,10504,60,Business,0.0269195284469502,None,0,75,10,South,129,0.1242093015157506,0,4,False,0,Low,214,800.0,False
64,Employed,8,Tech,University,Others,Rent,1,1,North,44154,135.85196515573028,0.0030767759468163,0.2758979933867826,300,12,0,2380,0.0570806576284581,18046,17772,0,-135.85196515573028,4,2,2,0,6,0,False,Revolving,12182,12,Home Improvement,0.2758979933867826,None,0,131,10,South,322,0.0356172389460944,78017,3,False,1097,Medium,208,821.0,False
73,Employed,1,Tech,High School,Married,Rent,2,1,North,41473,6754.0,0.1628529404672919,0.4380681407180575,376,14,4,66350,0.1017935192162773,46713,4885,0,-6754.0,0,2,57,1,8,0,False,Revolving,18168,48,Debt Consolidation,0.1095170351795143,None,0,289,9,North,212,0.0882431278647584,97712,2,False,7736,Medium,176,848.0,False
65,Self-Employed,1,Finance,High School,Single,Mortgage,14,0,East,20676,507.6421336418846,0.024552240938377,0.5540723544205842,300,13,3,500,1.0,74654,7262,148980,148472.35786635813,4,1,49,2,3,0,False,Installment,11456,24,Home Improvement,0.2770361772102921,Real Estate,3123,23,6,North,268,0.1170864132236011,0,1,False,515,High,261,699.0,False
44,Employed,7,Finance,High School,Married,Rent,0,1,South,119016,2721.2340219735665,0.0228644385794646,0.1738589769442764,394,7,5,21505,0.1265395964647089,7722,6949,77620,74898.76597802644,4,5,6,1,8,1,False,Revolving,20692,60,Home Improvement,0.0347717953888552,None,0,502,10,North,229,0.168603310314384,126940,1,False,0,Low,199,850.0,False
70,Employed,6,Tech,University,Married,Own,8,1,West,77206,293.989459011466,0.0038078576666511,0.2174571924461829,300,14,2,500,0.587978918022932,14377,2265,352444,352150.0105409885,6,1,4,0,2,0,False,Revolving,16789,36,Home Improvement,0.0724857308153943,Real Estate,0,194,4,South,143,0.1166811424018931,2768,1,False,1131,Medium,279,776.0,False
40,Employed,7,Tech,Graduate,Married,Rent,7,1,North,36423,537.0002804394886,0.0147434390478403,0.6377289075584109,300,7,0,500,1.0,2870,4682,0,-537.0002804394886,9,2,16,0,6,1,False,Installment,23228,48,Debt Consolidation,0.1594322268896027,None,0,98,11,North,198,0.118483386442439,0,2,False,5705,Medium,424,629.0,False
41,Employed,7,Tech,University,Single,Rent,2,1,West,64659,8154.0,0.1261077344221222,0.3794522030962434,399,14,1,98269,0.0829763201009474,27973,25540,128089,119935.0,3,1,55,1,1,0,False,Revolving,24535,36,Business,0.1264840676987478,None,0,10,5,South,268,0.0276310239395641,94219,0,False,2478,Low,184,850.0,False
26,Self-Employed,0,Healthcare,Graduate,Married,Own,14,0,West,99890,8947.0,0.0895685253779157,0.2417659425367904,521,12,1,62537,0.1430673041559396,53434,6380,259055,250108.0,1,6,15,0,3,0,False,Installment,24150,36,Home Improvement,0.0805886475122634,None,0,334,6,East,147,0.0225018643284948,79936,1,False,3555,Medium,12,850.0,False
52,Employed,1,Tech,High School,Single,Rent,6,1,East,56489,2958.719427832753,0.0523769128119236,0.1775389898918373,372,12,0,61410,0.0481797659637315,2429,1232,198942,195983.28057216725,5,1,54,4,7,1,False,Mortgage,10029,36,Home Improvement,0.0591796632972791,Real Estate,17974,244,10,South,125,0.0820468509028833,13262,1,False,0,Medium,251,850.0,False
68,Unemployed,1,Healthcare,Graduate,Single,Rent,0,0,East,78848,27718.0,0.3515371347402597,0.137403612012987,347,14,2,127583,0.2172546499141735,27993,9118,43110,15392.0,3,2,46,3,5,0,False,Revolving,10834,12,Home Improvement,0.137403612012987,Real Estate,72628,157,8,East,45,0.0019683739637045,57080,0,False,0,Medium,218,802.0,False
37,Unemployed,13,Tech,Graduate,Single,Mortgage,1,1,North,35012,646.9095458702558,0.018476794980871,0.8036387524277391,300,9,1,500,1.0,13886,6298,170944,170297.09045412974,8,2,39,1,3,0,False,Revolving,28137,36,Debt Consolidation,0.2678795841425797,Vehicle,0,10,4,West,196,0.0988318539784292,10220,2,True,0,Low,346,663.0,False
54,Unemployed,3,Education,Graduate,Single,Own,3,1,West,59630,1288.0,0.0215998658393426,0.3367432500419252,366,12,0,158844,0.0081085845231799,68633,8610,148408,147120.0,2,0,42,0,4,0,False,Installment,20080,60,Other,0.067348650008385,None,0,98,11,East,91,0.0158281937161292,23702,1,False,5930,Medium,82,850.0,False
59,Employed,0,Other,Others,Married,Own,20,1,South,10000,597.7871578693581,0.0597787157869358,1.0,300,9,0,500,1.0,1806,29098,326863,326265.2128421306,6,2,32,1,5,1,False,Installment,24263,36,Other,0.5,Vehicle,0,184,11,North,170,0.0341525765681431,13309,1,False,4859,Medium,355,634.0,False
34,Employed,1,Finance,High School,Married,Rent,1,1,North,56647,8409.0,0.1484456370151994,0.5304076120535951,302,12,2,10797,0.7788274520700195,42216,8117,235150,226741.0,3,0,7,2,3,1,False,Revolving,30046,60,Debt Consolidation,0.106081522410719,Real Estate,50591,200,6,West,346,0.0783350570666309,6949,4,False,6819,Medium,324,718.0,False
64,Unemployed,10,Education,University,Married,Mortgage,3,3,West,35713,8764.0,0.2454008344300395,0.2960266569596505,355,13,3,143900,0.06090340514246,17130,15935,0,-8764.0,5,3,1,1,3,1,False,Mortgage,10572,36,Home Improvement,0.0986755523198835,Real Estate,0,49,4,North,228,0.0570203146147432,72639,0,False,0,Low,263,775.0,False
48,Unemployed,9,Other,University,Others,Mortgage,4,2,East,105330,14856.0,0.141042438051837,0.2119908857875249,520,15,0,137523,0.1080255666324905,17827,7414,31720,16864.0,2,0,37,1,2,1,False,Revolving,22329,36,Other,0.0706636285958416,None,0,68,7,East,141,0.0096530751446789,33316,2,False,2862,High,170,850.0,False
72,Self-Employed,11,Healthcare,Graduate,Single,Own,2,1,East,36784,252.54799511264537,0.0068657023464725,0.8007829491083079,300,16,1,500,0.5050959902252907,2111,7127,368272,368019.45200488734,7,2,13,2,3,0,False,Revolving,29456,48,Other,0.2001957372770769,None,0,442,7,South,281,0.0649775027802396,158457,2,False,0,Low,303,731.0,False
74,Employed,2,Finance,Graduate,Single,Own,7,1,West,29601,571.6788339418157,0.0193128216594647,0.6098104793756968,300,14,1,500,1.0,6733,15665,51797,51225.32116605819,6,1,17,1,1,1,False,Installment,18051,48,Other,0.1524526198439242,Real Estate,165420,10,8,West,1,0.1453028722899602,45244,3,False,15233,Low,416,624.0,False
25,Employed,5,Healthcare,University,Married,Rent,6,0,East,88115,694.1130926050754,0.0078773545095054,0.3656925608579697,300,6,1,500,1.0,7187,4388,0,-694.1130926050754,4,1,58,3,3,0,False,Mortgage,32223,12,Debt Consolidation,0.3656925608579697,None,0,369,8,East,223,0.0338763541991301,71232,3,False,3943,Low,306,762.0,False
32,Self-Employed,1,Healthcare,University,Single,Own,0,2,East,32780,1307.0,0.0398718730933496,0.6567724222086638,300,7,0,32809,0.0398366301929348,3987,6791,187886,186579.0,4,3,46,2,2,0,False,Installment,21529,48,Debt Consolidation,0.1641931055521659,None,0,475,8,North,252,0.1443816218322488,78053,0,False,2806,High,148,795.0,False
48,Employed,0,Finance,University,Married,Rent,3,3,South,61544,32262.0,0.5242103210711035,0.0441147796698297,303,9,0,147909,0.2181206011804555,7058,11878,252300,220038.0,4,1,49,1,2,0,False,Installment,2715,36,Debt Consolidation,0.0147049265566099,Vehicle,0,217,14,West,6,0.0040002394438766,100157,1,False,3002,Medium,233,688.0,False
70,Self-Employed,0,Other,University,Married,Own,9,3,South,54924,42860.0,0.7803510305148933,0.3015621586191829,411,18,3,134845,0.317846416255701,4677,26532,51536,8676.0,1,1,49,0,3,0,False,Revolving,16563,36,Debt Consolidation,0.1005207195397276,Real Estate,31795,576,12,West,346,0.054389828344533,54575,3,False,11298,Medium,228,680.0,False
47,Self-Employed,1,Finance,Others,Single,Own,6,2,West,52879,18199.0,0.3441630893171202,0.1651506269029293,382,16,1,102016,0.1783935853199498,15712,9523,206338,188139.0,3,0,12,1,6,0,False,Revolving,8733,24,Home Improvement,0.0825753134514646,None,0,191,12,South,145,0.0573179181754158,36427,3,False,17841,Low,167,730.0,False
63,Self-Employed,4,Tech,University,Married,Own,3,0,North,25376,551.0780558014904,0.021716505982089,0.4425835435056746,300,12,3,500,1.0,8459,8379,286550,285998.9219441985,6,3,50,1,3,0,False,Revolving,11231,36,Debt Consolidation,0.1475278478352248,Vehicle,109898,311,9,South,50,0.0050307562406367,47338,2,False,0,High,379,679.0,False
37,Employed,11,Healthcare,High School,Married,Own,7,0,South,96133,498.2106482336908,0.0051825143107329,0.1624520195978488,324,20,1,500,0.9964212964673816,12117,2421,214727,214228.78935176632,5,1,3,5,5,1,False,Revolving,15617,60,Home Improvement,0.0324904039195697,None,0,33,9,West,81,0.0365364830080105,0,5,False,8932,High,367,752.0,False
56,Employed,0,Tech,High School,Married,Own,6,0,North,35483,33.374193165058294,0.0009405685304246,0.4150156412930135,300,10,1,500,0.0667483863301166,10263,3369,439961,439927.62580683496,2,1,44,0,2,0,False,Mortgage,14726,60,Home Improvement,0.0830031282586027,Real Estate,0,29,19,East,317,0.1530560248784022,47603,0,False,0,Low,126,843.0,False
70,Unemployed,12,Finance,High School,Married,Rent,10,0,East,75936,490.5420309945501,0.0064599403575978,0.3407606405394016,300,13,0,500,0.9810840619891,9340,3689,257355,256864.45796900545,8,1,9,2,1,1,False,Revolving,25876,48,Home Improvement,0.0851901601348504,Vehicle,9173,190,15,East,356,0.1415580901754537,34799,0,False,0,Medium,356,712.0,False
72,Self-Employed,2,Finance,High School,Married,Rent,0,0,North,73275,30637.0,0.4181098601160014,0.0495121119071989,407,11,1,100897,0.3036462927539966,398,12871,0,-30637.0,2,2,44,0,3,0,False,Mortgage,3628,48,Debt Consolidation,0.0123780279767997,None,0,26,12,South,117,0.1087676707854419,71247,0,False,0,Low,176,820.0,False
29,Self-Employed,2,Other,University,Married,Own,4,1,West,82668,8533.0,0.1032201093530749,0.234032515604587,408,2,1,81627,0.1045364891518737,20075,12486,2561,-5972.0,3,1,3,1,2,0,False,Installment,19347,36,Debt Consolidation,0.0780108385348623,None,0,395,7,South,2,0.1943561859594484,69045,3,False,16882,Medium,174,849.0,False
66,Self-Employed,2,Healthcare,University,Married,Own,6,1,North,42531,11349.0,0.2668406574028356,0.4510592273870824,482,47,1,30191,0.3759067271703488,21953,2867,0,-11349.0,3,2,15,0,6,0,False,Installment,19184,48,Other,0.1127648068467706,None,0,186,10,North,43,0.4362963405795857,128062,3,False,5366,Medium,164,828.0,False
34,Self-Employed,2,Education,University,Single,Own,6,1,North,43486,28986.0,0.6665593524352665,0.0365634916984776,300,7,1,53637,0.5404105375020974,24335,313,118914,89928.0,4,1,14,4,3,0,False,Revolving,1590,36,Home Improvement,0.0121878305661592,Real Estate,24331,228,8,South,174,0.1228226158933392,40205,2,False,4968,Medium,275,591.0,False
59,Self-Employed,1,Finance,University,Married,Rent,15,1,South,80058,627.0492688788232,0.0078324373439109,0.2476204751555122,300,9,1,500,1.0,27768,901,111857,111229.95073112118,5,3,50,1,1,1,False,Revolving,19824,48,Debt Consolidation,0.061905118788878,Vehicle,91555,73,13,South,213,0.1173666509441273,60635,2,False,10750,High,326,712.0,False
